cantidad_productos,clasificacion,formatos,marcas,motivos,muestra_nombres,producto_base,productos_ids
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.25l;0.4l;1l,sin marca,formatos incompatibles,Crema Corporal Nivea Hidratación Express 1000 ml | Crema Corporal Nivea Hidratación Express 250 ml | Crema Corporal Nivea Hidratación Express 400 ml,crema_corporal_nivea_hidratacion_express_sin,8179;9414;9431
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.05kg;0.07kg;0.08kg,sin marca,formatos incompatibles,Crema de Manos Pielarmina Castaña 50 g | Crema de Manos Pielarmina Castaña 70 g | Crema de Manos Pielarmina Castaña 80 g,crema_manos_pielarmina_castana_sin_marca,8197;8287;10225
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.024kg;0.025kg,sin marca,formatos incompatibles,Base Maggi Jugoso Al Horno Pollo Finas Hierbas 24 g | Base Maggi Jugoso Al Horno Pollo Mediterráneo 25 g | Base Maggi Jugoso Al Horno Pollo Al Limón 24G,base_maggi_jugoso_al_horno_pollo,8231;8233;10190
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.2l;0.4l;0.75l,sin marca,formatos incompatibles,Crema Corporal Lubriderm Reparación Intensiva 750 ml | Crema Corporal Lubriderm Reparación Intensiva 200 ml | Crema Corporal Lubriderm Reparación Intensiva 400 ml,crema_corporal_lubriderm_reparacion_intensiva_sin,8243;9378;9395
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.45l;0.5l;0.68kg,sin marca,formatos incompatibles,Limpiador Crema Cif Original 500 ml | Limpiador Crema Cif Original 450 ml | Limpiador Crema Cif Original 680 g,limpiador_crema_cif_original_sin_marca,8338;8470;10167
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.4l;0.75l,sin marca,formatos incompatibles,Crema Corporal Simond's Dermocream Diabetic Skin 750 ml | Crema Corporal Simond's Dermocream Diabetic Skin 400 ml | Crema Corporal Simond's Dermocream Diabetic Skin 400 ml,crema_corporal_simond_s_dermocream_diabetic,8893;9389;9883
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.125kg;0.25kg;1kg,sin marca,formatos incompatibles,Puré de Papas Hoffmann 250 g | Puré de Papas Hoffmann 1 kg | Pure de Papas Hoffmann de 125G,pure_papas_hoffmann_sin_marca_general,8933;9063;10229
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.06l;0.15l;0.25l,sin marca,formatos incompatibles,Crema Multipropósito Nivea Creme Humectante con Vitamina E 150 ml | Crema Multipropósito Nivea Creme Humectante con Vitamina E 250 ml | Crema Multipropósito Nivea Creme Humectante con Vitamina E 60 ml,crema_multiproposito_nivea_creme_humectante_con,8977;9025;9052
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.055l;0.11l;0.15l,sin marca,formatos incompatibles,Desodorante Spray Dove Clinical 55 ml | Desodorante Spray Dove Clinical 150 ml | Desodorante Spray Dove Clinical 110 ml,desodorante_spray_dove_clinical_sin_marca,9258;27727;28158
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.1l;0.2l;0.375l,sin marca,formatos incompatibles,Crema Multipropósito Nivea Soft 200 ml | Crema Multipropósito Nivea Soft 375 ml | Crema Multipropósito Nivea Soft 100 ml,crema_multiproposito_nivea_soft_sin_marca,9409;9421;9596
3,error de normalizacion; error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.1l;0.2l;0.4l,sin marca,formatos incompatibles,Loción Micelar 3 en 1 Nivea Piel Sensible 200 ml | Loción Micelar 3 en 1 Nivea Piel Sensible 100 ml | Loción Micelar 3 en 1 Nivea Piel Sensible 400 ml,locion_micelar_3_en_1_nivea,10221;25752;25753
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.1kg;0.25kg;0.5kg,sin marca,formatos incompatibles,Camarón Cocido Sin Cáscara S 100 g | Camarón Cocido Sin Cáscara S 250 g | Camarón Cocido Sin Cáscara S 500 g,camaron_cocido_cascara_s_sin_marca,10970;11076;11592
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.5kg;1kg,sin marca,formatos incompatibles,Camarón Cocido Sin Cáscara M 500 g | Camarón Cocido Sin Cáscara M 1 kg | Camarón Cocido Sin Cáscara m 500 g,camaron_cocido_cascara_m_sin_marca,10979;11154;11573
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.45kg;0.6kg,sin marca,formatos incompatibles,Bistec de Pechuga de Pavo Ariztía 450 g | Bistec de Pechuga de Pavo Ariztía Light 450 g | Bistec de Pechuga de Pavo Ariztía Light 600 g,bistec_pechuga_pavo_ariztia_sin_marca,11179;11542;11963
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.5kg;0.9kg;1kg,sin marca,formatos incompatibles,Mariscos Surtidos Congelados 500 g | Mariscos Surtidos Congelados 1 kg | Mariscos Surtidos Congelados 900 g,mariscos_surtidos_congelados_sin_marca_general,11244;11255;11911
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,12kg;2kg;6kg,sin marca,formatos incompatibles,Alimento Perro Cachorro Purina One Pollo y Carne 12 kg | Alimento Perro Cachorro Purina One Pollo y Carne 2 kg | Alimento Perro Cachorro Purina One Pollo y Carne 6 kg,alimento_perro_cachorro_purina_one_pollo,11369;11813;11814
3,error de producto_base; marca distinta; posible falso positivo,0.454kg,jumbo;sin marca,marcas distintas,Camarón Crudo con Cáscara Easy Peel Tamaño Jumbo 16/20 454 g | Camarón Crudo con Cáscara Easy Peel Tamaño XL 21/25 454 g | Camarón Crudo con Cáscara Easy Peel Tamaño M 51/60 454 g,camaron_crudo_con_cascara_easy_peel,11634;11636;11639
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.185kg;0.1kg;0.6kg,sin marca,formatos incompatibles,Hamburguesa de Vacuno Sadia 100 g | Hamburguesa de Vacuno Sadia 185 g | Hamburguesa de Vacuno Sadia 600 g,hamburguesa_vacuno_sadia_sin_marca_general,11676;11687;11690
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,15kg;3kg;8kg,sin marca,formatos incompatibles,Alimento Perro Cachorro Cannes Carne y Leche 3 kg | Alimento Perro Cachorro Cannes Carne y Leche 15 kg | Alimento Perro Cachorro Cannes Carne y Leche 8 kg,alimento_perro_cachorro_cannes_carne_leche,11679;11806;11907
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,15kg;3kg;8kg,sin marca,formatos incompatibles,Alimento Perro Adulto Pedigree Carne y Vegetales 15 kg | Alimento Perro Adulto Pedigree Carne y Vegetales 8 kg | Alimento Perro Adulto Pedigree Carne y Vegetales 3 kg,alimento_perro_adulto_pedigree_carne_vegetales,11752;11802;11968
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,15kg;3kg;8kg,sin marca,formatos incompatibles,"Alimento Perro Cachorro Champion Dog Carne, Pollo y Leche 15 kg | Alimento Perro Cachorro Champion Dog Carne, Pollo y Leche 3 kg | Alimento Perro Cachorro Champion Dog Carne, Pollo y Leche 8 kg",alimento_perro_cachorro_champion_dog_carne_,11762;11787;11794
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,13.4kg;2.7kg;7.2kg,sin marca,formatos incompatibles,Alimento Perro Adulto Pedigree High Protein Carne y Pollo 13.4 kg | Alimento Perro Adulto Pedigree High Protein Carne y Pollo 7.2 kg | Alimento Perro Adulto Pedigree High Protein Carne y Pollo 2.7 kg,alimento_perro_adulto_pedigree_high_protein,11769;12214;12216
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,15kg;3kg;9kg,sin marca,formatos incompatibles,Alimento Perro Adulto Cannes Carne y Cereales 15 kg | Alimento Perro Adulto Cannes Carne y Cereales 9 kg | Alimento Perro Adulto Cannes Carne y Cereales 3 kg,alimento_perro_adulto_cannes_carne_cereales,11788;11799;11809
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,1kg;3kg;8kg,sin marca,formatos incompatibles,Alimento Gatito Cat Chow Carne y Verduras 3 kg | Alimento Gatito Cat Chow Carne y Verduras 1 kg | Alimento Gatito Cat Chow Carne y Verduras 8 kg,alimento_gatito_cat_chow_carne_verduras,11808;11826;11827
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,1kg;3kg;8kg,sin marca,formatos incompatibles,Alimento Gato Adulto Master Cat Carne y Leche 1 kg | Alimento Gato Adulto Master Cat Carne y Leche 3 kg | Alimento Gato Adulto Master Cat Carne y Leche 8 kg,alimento_gato_adulto_master_cat_carne,11834;11835;11837
